origin,destination,distance_miles,logistics_cost_per_mile,total_logistics_cost
Oklahoma_City_OK,Cincinnati_OH,756.2,0.01,7.56
Oklahoma_City_OK,Miami_FL,1224.97,0.01,12.25
Oklahoma_City_OK,Memphis_TN,421.13,0.01,4.21
Oklahoma_City_OK,Fresno_CA,1242.45,0.01,12.42
Oklahoma_City_OK,Kansas_City_MO,297.92,0.01,2.98
Oklahoma_City_OK,Albuquerque_NM,515.35,0.01,5.15
Oklahoma_City_OK,Las_Vegas_NV,986.79,0.01,9.87
Oklahoma_City_OK,Orlando_FL,1057.23,0.01,10.57
Oklahoma_City_OK,Pittsburgh_PA,1011.84,0.01,10.12
Oklahoma_City_OK,Tampa_FL,1024.04,0.01,10.24
Oklahoma_City_OK,Denver_CO,503.31,0.01,5.03
Oklahoma_City_OK,Dallas_TX,190.69,0.01,1.91
Oklahoma_City_OK,Detroit_MI,908.51,0.01,9.09
Oklahoma_City_OK,San_Antonio_TX,421.47,0.01,4.21
Oklahoma_City_OK,Chicago_IL,691.84,0.01,6.92
Oklahoma_City_OK,Tucson_AZ,802.92,0.01,8.03
Oklahoma_City_OK,Phoenix_AZ,839.61,0.01,8.4
Oklahoma_City_OK,Indianapolis_IN,687.65,0.01,6.88
Oklahoma_City_OK,Columbus_OH,850.01,0.01,8.5
Oklahoma_City_OK,Seattle_WA,1521.17,0.01,15.21
Oklahoma_City_OK,Houston_TX,413.82,0.01,4.14
Las_Vegas_NV,St_Louis_MO,1374.99,0.01,13.75
Las_Vegas_NV,Charlotte_NC,1914.47,0.01,19.14
Las_Vegas_NV,Nashville_TN,1575.75,0.01,15.76
Las_Vegas_NV,Minneapolis_MN,1292.8,0.01,12.93
Las_Vegas_NV,Sacramento_CA,385.84,0.01,3.86
Las_Vegas_NV,Milwaukee_WI,1516.66,0.01,15.17
Las_Vegas_NV,Boston_MA,2368.0,0.01,23.68
Las_Vegas_NV,Louisville_KY,1615.49,0.01,16.15
Las_Vegas_NV,Atlanta_GA,1741.04,0.01,17.41
Las_Vegas_NV,Cincinnati_OH,1679.12,0.01,16.79
Las_Vegas_NV,Miami_FL,2176.31,0.01,21.76
Las_Vegas_NV,Memphis_TN,1405.66,0.01,14.06
Las_Vegas_NV,Fresno_CA,260.53,0.01,2.61
Las_Vegas_NV,Kansas_City_MO,1140.08,0.01,11.4
Las_Vegas_NV,Albuquerque_NM,482.48,0.01,4.82
Las_Vegas_NV,Oklahoma_City_OK,986.79,0.01,9.87
Las_Vegas_NV,Orlando_FL,2027.5,0.01,20.27
Las_Vegas_NV,Pittsburgh_PA,1914.6,0.01,19.15
Las_Vegas_NV,Tampa_FL,1984.63,0.01,19.85
Las_Vegas_NV,Denver_CO,605.08,0.01,6.05
Las_Vegas_NV,Dallas_TX,1068.67,0.01,10.69
Las_Vegas_NV,Detroit_MI,1756.88,0.01,17.57
Las_Vegas_NV,San_Antonio_TX,1070.79,0.01,10.71
Las_Vegas_NV,Chicago_IL,1520.65,0.01,15.21
Las_Vegas_NV,Tucson_AZ,361.98,0.01,3.62
Las_Vegas_NV,Phoenix_AZ,256.26,0.01,2.56
Las_Vegas_NV,Indianapolis_IN,1590.14,0.01,15.9
Las_Vegas_NV,Columbus_OH,1757.21,0.01,17.57
Las_Vegas_NV,Seattle_WA,870.5,0.01,8.7
Las_Vegas_NV,Houston_TX,1225.48,0.01,12.25
Orlando_FL,St_Louis_MO,860.32,0.01,8.6
Orlando_FL,Charlotte_NC,462.64,0.01,4.63
Orlando_FL,Nashville_TN,612.79,0.01,6.13
Orlando_FL,Minneapolis_MN,1308.24,0.01,13.08
Orlando_FL,Sacramento_CA,2388.93,0.01,23.89
Orlando_FL,Milwaukee_WI,1064.76,0.01,10.65
Orlando_FL,Boston_MA,1114.47,0.01,11.14
Orlando_FL,Louisville_KY,716.29,0.01,7.16
Orlando_FL,Atlanta_GA,401.4,0.01,4.01
Orlando_FL,Cincinnati_OH,750.76,0.01,7.51
Orlando_FL,Miami_FL,204.51,0.01,2.05
Orlando_FL,Memphis_TN,682.57,0.01,6.83
Orlando_FL,Fresno_CA,2287.23,0.01,22.87
Orlando_FL,Kansas_City_MO,1048.83,0.01,10.49
Orlando_FL,Albuquerque_NM,1545.14,0.01,15.45
Orlando_FL,Oklahoma_City_OK,1057.23,0.01,10.57
Orlando_FL,Las_Vegas_NV,2027.5,0.01,20.27
Orlando_FL,Pittsburgh_PA,825.37,0.01,8.25
Orlando_FL,Tampa_FL,77.42,0.01,0.77
Orlando_FL,Denver_CO,1547.72,0.01,15.48
Orlando_FL,Dallas_TX,960.16,0.01,9.6
Orlando_FL,Detroit_MI,956.65,0.01,9.57
Orlando_FL,San_Antonio_TX,1034.65,0.01,10.35
Orlando_FL,Chicago_IL,985.0,0.01,9.85
Orlando_FL,Tucson_AZ,1775.37,0.01,17.75
Orlando_FL,Phoenix_AZ,1841.12,0.01,18.41
Orlando_FL,Indianapolis_IN,821.46,0.01,8.21
Orlando_FL,Columbus_OH,793.88,0.01,7.94
Orlando_FL,Seattle_WA,2544.29,0.01,25.44
Orlando_FL,Houston_TX,847.17,0.01,8.47
Pittsburgh_PA,St_Louis_MO,557.1,0.01,5.57
Pittsburgh_PA,Charlotte_NC,363.02,0.01,3.63
Pittsburgh_PA,Nashville_TN,471.37,0.01,4.71
Pittsburgh_PA,Minneapolis_MN,741.57,0.01,7.42
Pittsburgh_PA,Sacramento_CA,2194.17,0.01,21.94
Pittsburgh_PA,Milwaukee_WI,445.41,0.01,4.45
Pittsburgh_PA,Boston_MA,480.73,0.01,4.81
Pittsburgh_PA,Louisville_KY,342.98,0.01,3.43
Pittsburgh_PA,Atlanta_GA,521.25,0.01,5.21
Pittsburgh_PA,Cincinnati_OH,257.18,0.01,2.57
Pittsburgh_PA,Miami_FL,1012.79,0.01,10.13
Pittsburgh_PA,Memphis_TN,658.92,0.01,6.59
Pittsburgh_PA,Fresno_CA,2144.55,0.01,21.45
Pittsburgh_PA,Kansas_City_MO,778.79,0.01,7.79
Pittsburgh_PA,Albuquerque_NM,1495.25,0.01,14.95
Pittsburgh_PA,Oklahoma_City_OK,1011.84,0.01,10.12
Pittsburgh_PA,Las_Vegas_NV,1914.6,0.01,19.15
Pittsburgh_PA,Orlando_FL,825.37,0.01,8.25
Pittsburgh_PA,Tampa_FL,873.98,0.01,8.74
Pittsburgh_PA,Denver_CO,1316.74,0.01,13.17
Pittsburgh_PA,Dallas_TX,1068.71,0.01,10.69
Pittsburgh_PA,Detroit_MI,205.15,0.01,2.05
Pittsburgh_PA,San_Antonio_TX,1290.09,0.01,12.9
Pittsburgh_PA,Chicago_IL,408.87,0.01,4.09
Pittsburgh_PA,Tucson_AZ,1803.63,0.01,18.04
Pittsburgh_PA,Phoenix_AZ,1824.02,0.01,18.24
Pittsburgh_PA,Indianapolis_IN,328.98,0.01,3.29
Pittsburgh_PA,Columbus_OH,162.17,0.01,1.62
Pittsburgh_PA,Seattle_WA,2131.32,0.01,21.31
Pittsburgh_PA,Houston_TX,1136.52,0.01,11.37
Tampa_FL,St_Louis_MO,861.14,0.01,8.61
Tampa_FL,Charlotte_NC,511.49,0.01,5.11
Tampa_FL,Nashville_TN,620.66,0.01,6.21
Tampa_FL,Minneapolis_MN,1317.29,0.01,13.17
Tampa_FL,Sacramento_CA,2350.17,0.01,23.5
Tampa_FL,Milwaukee_WI,1085.43,0.01,10.85
Tampa_FL,Boston_MA,1182.25,0.01,11.82
Tampa_FL,Louisville_KY,736.63,0.01,7.37
Tampa_FL,Atlanta_GA,416.92,0.01,4.17
Tampa_FL,Cincinnati_OH,779.07,0.01,7.79
Tampa_FL,Miami_FL,204.89,0.01,2.05
Tampa_FL,Memphis_TN,667.84,0.01,6.68
Tampa_FL,Fresno_CA,2244.88,0.01,22.45
Tampa_FL,Kansas_City_MO,1037.04,0.01,10.37
Tampa_FL,Albuquerque_NM,1502.2,0.01,15.02
Tampa_FL,Oklahoma_City_OK,1024.04,0.01,10.24
Tampa_FL,Las_Vegas_NV,1984.63,0.01,19.85
Tampa_FL,Orlando_FL,77.42,0.01,0.77
Tampa_FL,Pittsburgh_PA,873.98,0.01,8.74
Tampa_FL,Denver_CO,1520.19,0.01,15.2
Tampa_FL,Dallas_TX,915.96,0.01,9.16
Tampa_FL,Detroit_MI,993.68,0.01,9.94
Tampa_FL,San_Antonio_TX,975.91,0.01,9.76
Tampa_FL,Chicago_IL,1004.62,0.01,10.05
Tampa_FL,Tucson_AZ,1723.83,0.01,17.24
Tampa_FL,Phoenix_AZ,1792.38,0.01,17.92
Tampa_FL,Indianapolis_IN,843.05,0.01,8.43
Tampa_FL,Columbus_OH,830.12,0.01,8.3
Tampa_FL,Seattle_WA,2524.27,0.01,25.24
Tampa_FL,Houston_TX,790.18,0.01,7.9
Denver_CO,St_Louis_MO,794.54,0.01,7.95
Denver_CO,Charlotte_NC,1354.42,0.01,13.54
Denver_CO,Nashville_TN,1019.79,0.01,10.2
Denver_CO,Minneapolis_MN,697.77,0.01,6.98
Denver_CO,Sacramento_CA,886.18,0.01,8.86
Denver_CO,Milwaukee_WI,911.61,0.01,9.12
Denver_CO,Boston_MA,1763.93,0.01,17.64
Denver_CO,Louisville_KY,1034.73,0.01,10.35
Denver_CO,Atlanta_GA,1208.65,0.01,12.09
Denver_CO,Cincinnati_OH,1090.47,0.01,10.9
Denver_CO,Miami_FL,1723.14,0.01,17.23
Denver_CO,Memphis_TN,876.54,0.01,8.77
Denver_CO,Fresno_CA,827.82,0.01,8.28
Denver_CO,Kansas_City_MO,556.51,0.01,5.57
Denver_CO,Albuquerque_NM,334.13,0.01,3.34
Denver_CO,Oklahoma_City_OK,503.31,0.01,5.03
Denver_CO,Las_Vegas_NV,605.08,0.01,6.05
Denver_CO,Orlando_FL,1547.72,0.01,15.48
Denver_CO,Pittsburgh_PA,1316.74,0.01,13.17
Denver_CO,Tampa_FL,1520.19,0.01,15.2
Denver_CO,Dallas_TX,661.93,0.01,6.62
Denver_CO,Detroit_MI,1153.19,0.01,11.53
Denver_CO,San_Antonio_TX,801.47,0.01,8.01
Denver_CO,Chicago_IL,917.55,0.01,9.18
Denver_CO,Tucson_AZ,617.16,0.01,6.17
Denver_CO,Phoenix_AZ,585.34,0.01,5.85
Denver_CO,Indianapolis_IN,997.5,0.01,9.98
Denver_CO,Columbus_OH,1162.46,0.01,11.62
Denver_CO,Seattle_WA,1018.87,0.01,10.19
Denver_CO,Houston_TX,877.75,0.01,8.78
Dallas_TX,St_Louis_MO,547.79,0.01,5.48
Dallas_TX,Charlotte_NC,927.67,0.01,9.28
Dallas_TX,Nashville_TN,616.16,0.01,6.16
Dallas_TX,Minneapolis_MN,863.31,0.01,8.63
Dallas_TX,Sacramento_CA,1436.96,0.01,14.37
Dallas_TX,Milwaukee_WI,857.06,0.01,8.57
Dallas_TX,Boston_MA,1547.9,0.01,15.48
Dallas_TX,Louisville_KY,725.73,0.01,7.26
Dallas_TX,Atlanta_GA,719.01,0.01,7.19
Dallas_TX,Cincinnati_OH,812.68,0.01,8.13
Dallas_TX,Miami_FL,1108.85,0.01,11.09
Dallas_TX,Memphis_TN,419.37,0.01,4.19
Dallas_TX,Fresno_CA,1328.97,0.01,13.29
Dallas_TX,Kansas_City_MO,453.86,0.01,4.54
Dallas_TX,Albuquerque_NM,586.29,0.01,5.86
Dallas_TX,Oklahoma_City_OK,190.69,0.01,1.91
Dallas_TX,Las_Vegas_NV,1068.67,0.01,10.69
Dallas_TX,Orlando_FL,960.16,0.01,9.6
Dallas_TX,Pittsburgh_PA,1068.71,0.01,10.69
Dallas_TX,Tampa_FL,915.96,0.01,9.16
Dallas_TX,Denver_CO,661.93,0.01,6.62
Dallas_TX,Detroit_MI,998.55,0.01,9.99
Dallas_TX,San_Antonio_TX,252.25,0.01,2.52
Dallas_TX,Chicago_IL,804.16,0.01,8.04
Dallas_TX,Tucson_AZ,825.89,0.01,8.26
Dallas_TX,Phoenix_AZ,883.94,0.01,8.84
Dallas_TX,Indianapolis_IN,763.06,0.01,7.63
Dallas_TX,Columbus_OH,911.84,0.01,9.12
Dallas_TX,Seattle_WA,1678.47,0.01,16.78
Dallas_TX,Houston_TX,224.75,0.01,2.25
Detroit_MI,St_Louis_MO,453.8,0.01,4.54
Detroit_MI,Charlotte_NC,504.6,0.01,5.05
Detroit_MI,Nashville_TN,470.16,0.01,4.7
Detroit_MI,Minneapolis_MN,541.72,0.01,5.42
Detroit_MI,Sacramento_CA,2019.07,0.01,20.19
Detroit_MI,Milwaukee_WI,251.53,0.01,2.52
Detroit_MI,Boston_MA,611.18,0.01,6.11
Detroit_MI,Louisville_KY,315.65,0.01,3.16
Detroit_MI,Atlanta_GA,596.67,0.01,5.97
Detroit_MI,Cincinnati_OH,235.84,0.01,2.36
Detroit_MI,Miami_FL,1154.61,0.01,11.55
Detroit_MI,Memphis_TN,622.78,0.01,6.23
Detroit_MI,Fresno_CA,1978.08,0.01,19.78
Detroit_MI,Kansas_City_MO,642.75,0.01,6.43
Detroit_MI,Albuquerque_NM,1361.06,0.01,13.61
Detroit_MI,Oklahoma_City_OK,908.51,0.01,9.09
Detroit_MI,Las_Vegas_NV,1756.88,0.01,17.57
Detroit_MI,Orlando_FL,956.65,0.01,9.57
Detroit_MI,Pittsburgh_PA,205.15,0.01,2.05
Detroit_MI,Tampa_FL,993.68,0.01,9.94
Detroit_MI,Denver_CO,1153.19,0.01,11.53
Detroit_MI,Dallas_TX,998.55,0.01,9.99
Detroit_MI,San_Antonio_TX,1237.51,0.01,12.38
Detroit_MI,Chicago_IL,236.58,0.01,2.37
Detroit_MI,Tucson_AZ,1675.53,0.01,16.76
Detroit_MI,Phoenix_AZ,1686.23,0.01,16.86
Detroit_MI,Indianapolis_IN,239.91,0.01,2.4
Detroit_MI,Columbus_OH,163.61,0.01,1.64
Detroit_MI,Seattle_WA,1931.72,0.01,19.32
Detroit_MI,Houston_TX,1105.05,0.01,11.05
San_Antonio_TX,St_Louis_MO,792.67,0.01,7.93
San_Antonio_TX,Charlotte_NC,1103.09,0.01,11.03
San_Antonio_TX,Nashville_TN,823.13,0.01,8.23
San_Antonio_TX,Minneapolis_MN,1111.05,0.01,11.11
San_Antonio_TX,Sacramento_CA,1454.85,0.01,14.55
San_Antonio_TX,Milwaukee_WI,1107.5,0.01,11.07
San_Antonio_TX,Boston_MA,1763.7,0.01,17.64
San_Antonio_TX,Louisville_KY,949.71,0.01,9.5
San_Antonio_TX,Atlanta_GA,880.88,0.01,8.81
San_Antonio_TX,Cincinnati_OH,1038.47,0.01,10.38
San_Antonio_TX,Miami_FL,1146.51,0.01,11.47
San_Antonio_TX,Memphis_TN,631.18,0.01,6.31
San_Antonio_TX,Fresno_CA,1327.45,0.01,13.27
San_Antonio_TX,Kansas_City_MO,704.24,0.01,7.04
San_Antonio_TX,Albuquerque_NM,615.61,0.01,6.16
San_Antonio_TX,Oklahoma_City_OK,421.47,0.01,4.21
San_Antonio_TX,Las_Vegas_NV,1070.79,0.01,10.71
San_Antonio_TX,Orlando_FL,1034.65,0.01,10.35
San_Antonio_TX,Pittsburgh_PA,1290.09,0.01,12.9
San_Antonio_TX,Tampa_FL,975.91,0.01,9.76
San_Antonio_TX,Denver_CO,801.47,0.01,8.01
San_Antonio_TX,Dallas_TX,252.25,0.01,2.52
San_Antonio_TX,Detroit_MI,1237.51,0.01,12.38
San_Antonio_TX,Chicago_IL,1052.1,0.01,10.52
San_Antonio_TX,Tucson_AZ,764.24,0.01,7.64
San_Antonio_TX,Phoenix_AZ,846.01,0.01,8.46
San_Antonio_TX,Indianapolis_IN,998.92,0.01,9.99
San_Antonio_TX,Columbus_OH,1138.52,0.01,11.39
San_Antonio_TX,Seattle_WA,1784.28,0.01,17.84
San_Antonio_TX,Houston_TX,189.18,0.01,1.89
Chicago_IL,St_Louis_MO,261.83,0.01,2.62
Chicago_IL,Charlotte_NC,586.77,0.01,5.87
Chicago_IL,Nashville_TN,397.1,0.01,3.97
Chicago_IL,Minneapolis_MN,354.65,0.01,3.55
Chicago_IL,Sacramento_CA,1788.11,0.01,17.88
Chicago_IL,Milwaukee_WI,81.6,0.01,0.82
Chicago_IL,Boston_MA,847.66,0.01,8.48
Chicago_IL,Louisville_KY,268.74,0.01,2.69
Chicago_IL,Atlanta_GA,587.7,0.01,5.88
Chicago_IL,Cincinnati_OH,251.74,0.01,2.52
Chicago_IL,Miami_FL,1189.41,0.01,11.89
Chicago_IL,Memphis_TN,482.73,0.01,4.83
Chicago_IL,Fresno_CA,1743.63,0.01,17.44
Chicago_IL,Kansas_City_MO,412.2,0.01,4.12
Chicago_IL,Albuquerque_NM,1126.99,0.01,11.27
Chicago_IL,Oklahoma_City_OK,691.84,0.01,6.92
Chicago_IL,Las_Vegas_NV,1520.65,0.01,15.21
Chicago_IL,Orlando_FL,985.0,0.01,9.85
Chicago_IL,Pittsburgh_PA,408.87,0.01,4.09
Chicago_IL,Tampa_FL,1004.62,0.01,10.05
Chicago_IL,Denver_CO,917.55,0.01,9.18
Chicago_IL,Dallas_TX,804.16,0.01,8.04
Chicago_IL,Detroit_MI,236.58,0.01,2.37
Chicago_IL,San_Antonio_TX,1052.1,0.01,10.52
Chicago_IL,Tucson_AZ,1442.53,0.01,14.43
Chicago_IL,Phoenix_AZ,1450.95,0.01,14.51
Chicago_IL,Indianapolis_IN,164.42,0.01,1.64
Chicago_IL,Columbus_OH,274.98,0.01,2.75
Chicago_IL,Seattle_WA,1731.94,0.01,17.32
Chicago_IL,Houston_TX,941.24,0.01,9.41
Tucson_AZ,St_Louis_MO,1246.72,0.01,12.47
Tucson_AZ,Charlotte_NC,1736.05,0.01,17.36
Tucson_AZ,Nashville_TN,1404.77,0.01,14.05
Tucson_AZ,Minneapolis_MN,1294.15,0.01,12.94
Tucson_AZ,Sacramento_CA,736.18,0.01,7.36
Tucson_AZ,Milwaukee_WI,1458.49,0.01,14.58
Tucson_AZ,Boston_MA,2277.96,0.01,22.78
Tucson_AZ,Louisville_KY,1476.41,0.01,14.76
Tucson_AZ,Atlanta_GA,1539.01,0.01,15.39
Tucson_AZ,Cincinnati_OH,1552.08,0.01,15.52
Tucson_AZ,Miami_FL,1904.37,0.01,19.04
Tucson_AZ,Memphis_TN,1216.57,0.01,12.17
Tucson_AZ,Fresno_CA,590.08,0.01,5.9
Tucson_AZ,Kansas_City_MO,1032.94,0.01,10.33
Tucson_AZ,Albuquerque_NM,317.4,0.01,3.17
Tucson_AZ,Oklahoma_City_OK,802.92,0.01,8.03
Tucson_AZ,Las_Vegas_NV,361.98,0.01,3.62
Tucson_AZ,Orlando_FL,1775.37,0.01,17.75
Tucson_AZ,Pittsburgh_PA,1803.63,0.01,18.04
Tucson_AZ,Tampa_FL,1723.83,0.01,17.24
Tucson_AZ,Denver_CO,617.16,0.01,6.17
Tucson_AZ,Dallas_TX,825.89,0.01,8.26
Tucson_AZ,Detroit_MI,1675.53,0.01,16.76
Tucson_AZ,San_Antonio_TX,764.24,0.01,7.64
Tucson_AZ,Chicago_IL,1442.53,0.01,14.43
Tucson_AZ,Phoenix_AZ,105.96,0.01,1.06
Tucson_AZ,Indianapolis_IN,1474.98,0.01,14.75
Tucson_AZ,Columbus_OH,1641.61,0.01,16.42
Tucson_AZ,Seattle_WA,1217.45,0.01,12.17
Tucson_AZ,Houston_TX,938.41,0.01,9.38
Phoenix_AZ,St_Louis_MO,1269.51,0.01,12.7
Phoenix_AZ,Charlotte_NC,1777.48,0.01,17.77
Phoenix_AZ,Nashville_TN,1442.37,0.01,14.42
Phoenix_AZ,Minneapolis_MN,1277.56,0.01,12.78
Phoenix_AZ,Sacramento_CA,633.76,0.01,6.34
Phoenix_AZ,Milwaukee_WI,1460.91,0.01,14.61
Phoenix_AZ,Boston_MA,2293.48,0.01,22.93
Phoenix_AZ,Louisville_KY,1504.12,0.01,15.04
Phoenix_AZ,Atlanta_GA,1587.4,0.01,15.87
Phoenix_AZ,Cincinnati_OH,1576.37,0.01,15.76
Phoenix_AZ,Miami_FL,1977.03,0.01,19.77
Phoenix_AZ,Memphis_TN,1259.04,0.01,12.59
Phoenix_AZ,Fresno_CA,491.08,0.01,4.91
Phoenix_AZ,Kansas_City_MO,1046.97,0.01,10.47
Phoenix_AZ,Albuquerque_NM,329.36,0.01,3.29
Phoenix_AZ,Oklahoma_City_OK,839.61,0.01,8.4
Phoenix_AZ,Las_Vegas_NV,256.26,0.01,2.56
Phoenix_AZ,Orlando_FL,1841.12,0.01,18.41
Phoenix_AZ,Pittsburgh_PA,1824.02,0.01,18.24
Phoenix_AZ,Tampa_FL,1792.38,0.01,17.92
Phoenix_AZ,Denver_CO,585.34,0.01,5.85
Phoenix_AZ,Dallas_TX,883.94,0.01,8.84
Phoenix_AZ,Detroit_MI,1686.23,0.01,16.86
Phoenix_AZ,San_Antonio_TX,846.01,0.01,8.46
Phoenix_AZ,Chicago_IL,1450.95,0.01,14.51
Phoenix_AZ,Tucson_AZ,105.96,0.01,1.06
Phoenix_AZ,Indianapolis_IN,1495.11,0.01,14.95
Phoenix_AZ,Columbus_OH,1662.75,0.01,16.63
Phoenix_AZ,Seattle_WA,1113.51,0.01,11.14
Phoenix_AZ,Houston_TX,1013.64,0.01,10.14
Indianapolis_IN,St_Louis_MO,229.67,0.01,2.3
Indianapolis_IN,Charlotte_NC,427.72,0.01,4.28
Indianapolis_IN,Nashville_TN,251.23,0.01,2.51
Indianapolis_IN,Minneapolis_MN,510.28,0.01,5.1
Indianapolis_IN,Sacramento_CA,1880.82,0.01,18.81
Indianapolis_IN,Milwaukee_WI,243.31,0.01,2.43
Indianapolis_IN,Boston_MA,804.86,0.01,8.05
Indianapolis_IN,Louisville_KY,106.71,0.01,1.07
Indianapolis_IN,Atlanta_GA,426.57,0.01,4.27
Indianapolis_IN,Cincinnati_OH,99.11,0.01,0.99
Indianapolis_IN,Miami_FL,1025.74,0.01,10.26
Indianapolis_IN,Memphis_TN,383.82,0.01,3.84
Indianapolis_IN,Fresno_CA,1824.39,0.01,18.24
Indianapolis_IN,Kansas_City_MO,451.2,0.01,4.51
Indianapolis_IN,Albuquerque_NM,1166.29,0.01,11.66
Indianapolis_IN,Oklahoma_City_OK,687.65,0.01,6.88
Indianapolis_IN,Las_Vegas_NV,1590.14,0.01,15.9
Indianapolis_IN,Orlando_FL,821.46,0.01,8.21
Indianapolis_IN,Pittsburgh_PA,328.98,0.01,3.29
Indianapolis_IN,Tampa_FL,843.05,0.01,8.43
Indianapolis_IN,Denver_CO,997.5,0.01,9.98
Indianapolis_IN,Dallas_TX,763.06,0.01,7.63
Indianapolis_IN,Detroit_MI,239.91,0.01,2.4
Indianapolis_IN,San_Antonio_TX,998.92,0.01,9.99
Indianapolis_IN,Chicago_IL,164.42,0.01,1.64
Indianapolis_IN,Tucson_AZ,1474.98,0.01,14.75
Indianapolis_IN,Phoenix_AZ,1495.11,0.01,14.95
Indianapolis_IN,Columbus_OH,167.87,0.01,1.68
Indianapolis_IN,Seattle_WA,1866.28,0.01,18.66
Indianapolis_IN,Houston_TX,865.21,0.01,8.65
Columbus_OH,St_Louis_MO,394.97,0.01,3.95
Columbus_OH,Charlotte_NC,347.56,0.01,3.48
Columbus_OH,Nashville_TN,332.97,0.01,3.33
Columbus_OH,Minneapolis_MN,626.3,0.01,6.26
Columbus_OH,Sacramento_CA,2043.7,0.01,20.44
Columbus_OH,Milwaukee_WI,330.87,0.01,3.31
Columbus_OH,Boston_MA,641.69,0.01,6.42
Columbus_OH,Louisville_KY,189.07,0.01,1.89
Columbus_OH,Atlanta_GA,435.42,0.01,4.35
Columbus_OH,Cincinnati_OH,100.06,0.01,1.0
Columbus_OH,Miami_FL,992.9,0.01,9.93
Columbus_OH,Memphis_TN,509.15,0.01,5.09
Columbus_OH,Fresno_CA,1989.99,0.01,19.9
Columbus_OH,Kansas_City_MO,618.96,0.01,6.19
Columbus_OH,Albuquerque_NM,1333.79,0.01,13.34
Columbus_OH,Oklahoma_City_OK,850.01,0.01,8.5
Columbus_OH,Las_Vegas_NV,1757.21,0.01,17.57
Columbus_OH,Orlando_FL,793.88,0.01,7.94
Columbus_OH,Pittsburgh_PA,162.17,0.01,1.62
Columbus_OH,Tampa_FL,830.12,0.01,8.3
Columbus_OH,Denver_CO,1162.46,0.01,11.62
Columbus_OH,Dallas_TX,911.84,0.01,9.12
Columbus_OH,Detroit_MI,163.61,0.01,1.64
Columbus_OH,San_Antonio_TX,1138.52,0.01,11.39
Columbus_OH,Chicago_IL,274.98,0.01,2.75
Columbus_OH,Tucson_AZ,1641.61,0.01,16.42
Columbus_OH,Phoenix_AZ,1662.75,0.01,16.63
Columbus_OH,Indianapolis_IN,167.87,0.01,1.68
Columbus_OH,Seattle_WA,2006.76,0.01,20.07
Columbus_OH,Houston_TX,991.66,0.01,9.92
Seattle_WA,St_Louis_MO,1719.29,0.01,17.19
Seattle_WA,Charlotte_NC,2279.2,0.01,22.79
Seattle_WA,Nashville_TN,1969.32,0.01,19.69
Seattle_WA,Minneapolis_MN,1390.19,0.01,13.9
Seattle_WA,Sacramento_CA,624.39,0.01,6.24
Seattle_WA,Milwaukee_WI,1686.08,0.01,16.86
Seattle_WA,Boston_MA,2483.8,0.01,24.84
Seattle_WA,Louisville_KY,1937.25,0.01,19.37
Seattle_WA,Atlanta_GA,2176.37,0.01,21.76
Seattle_WA,Cincinnati_OH,1965.35,0.01,19.65
Seattle_WA,Miami_FL,2728.88,0.01,27.29
Seattle_WA,Memphis_TN,1862.05,0.01,18.62
Seattle_WA,Fresno_CA,761.24,0.01,7.61
Seattle_WA,Kansas_City_MO,1501.65,0.01,15.02
Seattle_WA,Albuquerque_NM,1182.04,0.01,11.82
Seattle_WA,Oklahoma_City_OK,1521.17,0.01,15.21
Seattle_WA,Las_Vegas_NV,870.5,0.01,8.7
Seattle_WA,Orlando_FL,2544.29,0.01,25.44
Seattle_WA,Pittsburgh_PA,2131.32,0.01,21.31
Seattle_WA,Tampa_FL,2524.27,0.01,25.24
Seattle_WA,Denver_CO,1018.87,0.01,10.19
Seattle_WA,Dallas_TX,1678.47,0.01,16.78
Seattle_WA,Detroit_MI,1931.72,0.01,19.32
Seattle_WA,San_Antonio_TX,1784.28,0.01,17.84
Seattle_WA,Chicago_IL,1731.94,0.01,17.32
Seattle_WA,Tucson_AZ,1217.45,0.01,12.17
Seattle_WA,Phoenix_AZ,1113.51,0.01,11.14
Seattle_WA,Indianapolis_IN,1866.28,0.01,18.66
Seattle_WA,Columbus_OH,2006.76,0.01,20.07
Seattle_WA,Houston_TX,1887.96,0.01,18.88
Houston_TX,St_Louis_MO,679.68,0.01,6.8
Houston_TX,Charlotte_NC,925.05,0.01,9.25
Houston_TX,Nashville_TN,665.27,0.01,6.65
Houston_TX,Minneapolis_MN,1056.97,0.01,10.57
Houston_TX,Sacramento_CA,1604.91,0.01,16.05
Houston_TX,Milwaukee_WI,1005.19,0.01,10.05
Houston_TX,Boston_MA,1602.6,0.01,16.03
Houston_TX,Louisville_KY,803.09,0.01,8.03
Houston_TX,Atlanta_GA,700.55,0.01,7.01
Houston_TX,Cincinnati_OH,892.11,0.01,8.92
Houston_TX,Miami_FL,966.13,0.01,9.66
Houston_TX,Memphis_TN,483.84,0.01,4.84
Houston_TX,Fresno_CA,1485.03,0.01,14.85
Houston_TX,Kansas_City_MO,646.52,0.01,6.47
Houston_TX,Albuquerque_NM,752.7,0.01,7.53
Houston_TX,Oklahoma_City_OK,413.82,0.01,4.14
Houston_TX,Las_Vegas_NV,1225.48,0.01,12.25
Houston_TX,Orlando_FL,847.17,0.01,8.47
Houston_TX,Pittsburgh_PA,1136.52,0.01,11.37
Houston_TX,Tampa_FL,790.18,0.01,7.9
